TriangularNumber({'a': 57, 'b': 84, 'c': 97, 'u': MembershipFunctionNaive{'a': 57, 'b': 84, 'c': 97}})
TriangularNumber({'a': 50, 'b': 65, 'c': 94, 'u': MembershipFunctionNaive{'a': 50, 'b': 65, 'c': 94}})
TriangularNumber({'a': 24, 'b': 59, 'c': 60, 'u': MembershipFunctionNaive{'a': 24, 'b': 59, 'c': 60}})
TriangularNumber({'a': 35, 'b': 91, 'c': 95, 'u': MembershipFunctionNaive{'a': 35, 'b': 91, 'c': 95}})
TriangularNumber({'a': 39, 'b': 50, 'c': 63, 'u': MembershipFunctionNaive{'a': 39, 'b': 50, 'c': 63}})
TriangularNumber({'a': 22, 'b': 98, 'c': 100, 'u': MembershipFunctionNaive{'a': 22, 'b': 98, 'c': 100}})
TriangularNumber({'a': 10, 'b': 23, 'c': 26, 'u': MembershipFunctionNaive{'a': 10, 'b': 23, 'c': 26}})
TriangularNumber({'a': 8, 'b': 14, 'c': 72, 'u': MembershipFunctionNaive{'a': 8, 'b': 14, 'c': 72}})
TriangularNumber({'a': 16, 'b': 22, 'c': 78, 'u': MembershipFunctionNaive{'a': 16, 'b': 22, 'c': 78}})
TriangularNumber({'a': 45, 'b': 64, 'c': 94, 'u': MembershipFunctionNaive{'a': 45, 'b': 64, 'c': 94}})
TriangularNumber({'a': 17, 'b': 40, 'c': 78, 'u': MembershipFunctionNaive{'a': 17, 'b': 40, 'c': 78}})
TriangularNumber({'a': 88, 'b': 92, 'c': 96, 'u': MembershipFunctionNaive{'a': 88, 'b': 92, 'c': 96}})
TriangularNumber({'a': 23, 'b': 94, 'c': 100, 'u': MembershipFunctionNaive{'a': 23, 'b': 94, 'c': 100}})
TriangularNumber({'a': 29, 'b': 38, 'c': 71, 'u': MembershipFunctionNaive{'a': 29, 'b': 38, 'c': 71}})
TriangularNumber({'a': 2, 'b': 23, 'c': 72, 'u': MembershipFunctionNaive{'a': 2, 'b': 23, 'c': 72}})
TriangularNumber({'a': 1, 'b': 19, 'c': 64, 'u': MembershipFunctionNaive{'a': 1, 'b': 19, 'c': 64}})
TriangularNumber({'a': 5, 'b': 19, 'c': 49, 'u': MembershipFunctionNaive{'a': 5, 'b': 19, 'c': 49}})
TriangularNumber({'a': 18, 'b': 25, 'c': 51, 'u': MembershipFunctionNaive{'a': 18, 'b': 25, 'c': 51}})
TriangularNumber({'a': 8, 'b': 64, 'c': 91, 'u': MembershipFunctionNaive{'a': 8, 'b': 64, 'c': 91}})
TriangularNumber({'a': 2, 'b': 22, 'c': 67, 'u': MembershipFunctionNaive{'a': 2, 'b': 22, 'c': 67}})
TriangularNumber({'a': 61, 'b': 89, 'c': 91, 'u': MembershipFunctionNaive{'a': 61, 'b': 89, 'c': 91}})
TriangularNumber({'a': 29, 'b': 79, 'c': 97, 'u': MembershipFunctionNaive{'a': 29, 'b': 79, 'c': 97}})
TriangularNumber({'a': 1, 'b': 36, 'c': 88, 'u': MembershipFunctionNaive{'a': 1, 'b': 36, 'c': 88}})
TriangularNumber({'a': 2, 'b': 35, 'c': 55, 'u': MembershipFunctionNaive{'a': 2, 'b': 35, 'c': 55}})
TriangularNumber({'a': 1, 'b': 18, 'c': 93, 'u': MembershipFunctionNaive{'a': 1, 'b': 18, 'c': 93}})
TriangularNumber({'a': 11, 'b': 81, 'c': 89, 'u': MembershipFunctionNaive{'a': 11, 'b': 81, 'c': 89}})
TriangularNumber({'a': 12, 'b': 52, 'c': 64, 'u': MembershipFunctionNaive{'a': 12, 'b': 52, 'c': 64}})
TriangularNumber({'a': 23, 'b': 44, 'c': 82, 'u': MembershipFunctionNaive{'a': 23, 'b': 44, 'c': 82}})
TriangularNumber({'a': 1, 'b': 2, 'c': 19, 'u': MembershipFunctionNaive{'a': 1, 'b': 2, 'c': 19}})
TriangularNumber({'a': 7, 'b': 24, 'c': 28, 'u': MembershipFunctionNaive{'a': 7, 'b': 24, 'c': 28}})
TriangularNumber({'a': 76, 'b': 87, 'c': 89, 'u': MembershipFunctionNaive{'a': 76, 'b': 87, 'c': 89}})
TriangularNumber({'a': 38, 'b': 55, 'c': 93, 'u': MembershipFunctionNaive{'a': 38, 'b': 55, 'c': 93}})
TriangularNumber({'a': 33, 'b': 44, 'c': 74, 'u': MembershipFunctionNaive{'a': 33, 'b': 44, 'c': 74}})
TriangularNumber({'a': 71, 'b': 92, 'c': 96, 'u': MembershipFunctionNaive{'a': 71, 'b': 92, 'c': 96}})
TriangularNumber({'a': 15, 'b': 33, 'c': 68, 'u': MembershipFunctionNaive{'a': 15, 'b': 33, 'c': 68}})
TriangularNumber({'a': 20, 'b': 42, 'c': 89, 'u': MembershipFunctionNaive{'a': 20, 'b': 42, 'c': 89}})
TriangularNumber({'a': 18, 'b': 29, 'c': 75, 'u': MembershipFunctionNaive{'a': 18, 'b': 29, 'c': 75}})
TriangularNumber({'a': 1, 'b': 4, 'c': 5, 'u': MembershipFunctionNaive{'a': 1, 'b': 4, 'c': 5}})
TriangularNumber({'a': 1, 'b': 3, 'c': 53, 'u': MembershipFunctionNaive{'a': 1, 'b': 3, 'c': 53}})
TriangularNumber({'a': 4, 'b': 19, 'c': 25, 'u': MembershipFunctionNaive{'a': 4, 'b': 19, 'c': 25}})
TriangularNumber({'a': 21, 'b': 22, 'c': 86, 'u': MembershipFunctionNaive{'a': 21, 'b': 22, 'c': 86}})
TriangularNumber({'a': 58, 'b': 72, 'c': 91, 'u': MembershipFunctionNaive{'a': 58, 'b': 72, 'c': 91}})
TriangularNumber({'a': 32, 'b': 64, 'c': 87, 'u': MembershipFunctionNaive{'a': 32, 'b': 64, 'c': 87}})
TriangularNumber({'a': 1, 'b': 30, 'c': 81, 'u': MembershipFunctionNaive{'a': 1, 'b': 30, 'c': 81}})
TriangularNumber({'a': 4, 'b': 19, 'c': 71, 'u': MembershipFunctionNaive{'a': 4, 'b': 19, 'c': 71}})
TriangularNumber({'a': 64, 'b': 87, 'c': 95, 'u': MembershipFunctionNaive{'a': 64, 'b': 87, 'c': 95}})
TriangularNumber({'a': 33, 'b': 63, 'c': 87, 'u': MembershipFunctionNaive{'a': 33, 'b': 63, 'c': 87}})
TriangularNumber({'a': 29, 'b': 91, 'c': 94, 'u': MembershipFunctionNaive{'a': 29, 'b': 91, 'c': 94}})
TriangularNumber({'a': 14, 'b': 16, 'c': 25, 'u': MembershipFunctionNaive{'a': 14, 'b': 16, 'c': 25}})
TriangularNumber({'a': 31, 'b': 41, 'c': 81, 'u': MembershipFunctionNaive{'a': 31, 'b': 41, 'c': 81}})
TriangularNumber({'a': 8, 'b': 38, 'c': 41, 'u': MembershipFunctionNaive{'a': 8, 'b': 38, 'c': 41}})
TriangularNumber({'a': 7, 'b': 10, 'c': 85, 'u': MembershipFunctionNaive{'a': 7, 'b': 10, 'c': 85}})
TriangularNumber({'a': 36, 'b': 56, 'c': 70, 'u': MembershipFunctionNaive{'a': 36, 'b': 56, 'c': 70}})
TriangularNumber({'a': 23, 'b': 57, 'c': 96, 'u': MembershipFunctionNaive{'a': 23, 'b': 57, 'c': 96}})
TriangularNumber({'a': 13, 'b': 35, 'c': 43, 'u': MembershipFunctionNaive{'a': 13, 'b': 35, 'c': 43}})
TriangularNumber({'a': 2, 'b': 10, 'c': 45, 'u': MembershipFunctionNaive{'a': 2, 'b': 10, 'c': 45}})
TriangularNumber({'a': 1, 'b': 2, 'c': 88, 'u': MembershipFunctionNaive{'a': 1, 'b': 2, 'c': 88}})
TriangularNumber({'a': 62, 'b': 71, 'c': 72, 'u': MembershipFunctionNaive{'a': 62, 'b': 71, 'c': 72}})
TriangularNumber({'a': 12, 'b': 15, 'c': 58, 'u': MembershipFunctionNaive{'a': 12, 'b': 15, 'c': 58}})
TriangularNumber({'a': 18, 'b': 22, 'c': 24, 'u': MembershipFunctionNaive{'a': 18, 'b': 22, 'c': 24}})
TriangularNumber({'a': 21, 'b': 40, 'c': 51, 'u': MembershipFunctionNaive{'a': 21, 'b': 40, 'c': 51}})
TriangularNumber({'a': 3, 'b': 19, 'c': 36, 'u': MembershipFunctionNaive{'a': 3, 'b': 19, 'c': 36}})
TriangularNumber({'a': 22, 'b': 26, 'c': 91, 'u': MembershipFunctionNaive{'a': 22, 'b': 26, 'c': 91}})
TriangularNumber({'a': 20, 'b': 91, 'c': 94, 'u': MembershipFunctionNaive{'a': 20, 'b': 91, 'c': 94}})
TriangularNumber({'a': 13, 'b': 32, 'c': 83, 'u': MembershipFunctionNaive{'a': 13, 'b': 32, 'c': 83}})
TriangularNumber({'a': 20, 'b': 76, 'c': 97, 'u': MembershipFunctionNaive{'a': 20, 'b': 76, 'c': 97}})
TriangularNumber({'a': 12, 'b': 14, 'c': 29, 'u': MembershipFunctionNaive{'a': 12, 'b': 14, 'c': 29}})
TriangularNumber({'a': 4, 'b': 41, 'c': 74, 'u': MembershipFunctionNaive{'a': 4, 'b': 41, 'c': 74}})
TriangularNumber({'a': 2, 'b': 17, 'c': 64, 'u': MembershipFunctionNaive{'a': 2, 'b': 17, 'c': 64}})
TriangularNumber({'a': 3, 'b': 6, 'c': 7, 'u': MembershipFunctionNaive{'a': 3, 'b': 6, 'c': 7}})
TriangularNumber({'a': 4, 'b': 43, 'c': 52, 'u': MembershipFunctionNaive{'a': 4, 'b': 43, 'c': 52}})
TriangularNumber({'a': 30, 'b': 63, 'c': 85, 'u': MembershipFunctionNaive{'a': 30, 'b': 63, 'c': 85}})
TriangularNumber({'a': 14, 'b': 35, 'c': 97, 'u': MembershipFunctionNaive{'a': 14, 'b': 35, 'c': 97}})
TriangularNumber({'a': 39, 'b': 50, 'c': 52, 'u': MembershipFunctionNaive{'a': 39, 'b': 50, 'c': 52}})
TriangularNumber({'a': 4, 'b': 11, 'c': 60, 'u': MembershipFunctionNaive{'a': 4, 'b': 11, 'c': 60}})
TriangularNumber({'a': 39, 'b': 63, 'c': 83, 'u': MembershipFunctionNaive{'a': 39, 'b': 63, 'c': 83}})
TriangularNumber({'a': 18, 'b': 77, 'c': 79, 'u': MembershipFunctionNaive{'a': 18, 'b': 77, 'c': 79}})
TriangularNumber({'a': 24, 'b': 77, 'c': 82, 'u': MembershipFunctionNaive{'a': 24, 'b': 77, 'c': 82}})
TriangularNumber({'a': 66, 'b': 71, 'c': 92, 'u': MembershipFunctionNaive{'a': 66, 'b': 71, 'c': 92}})
TriangularNumber({'a': 26, 'b': 36, 'c': 41, 'u': MembershipFunctionNaive{'a': 26, 'b': 36, 'c': 41}})
TriangularNumber({'a': 35, 'b': 87, 'c': 91, 'u': MembershipFunctionNaive{'a': 35, 'b': 87, 'c': 91}})
TriangularNumber({'a': 14, 'b': 22, 'c': 81, 'u': MembershipFunctionNaive{'a': 14, 'b': 22, 'c': 81}})
TriangularNumber({'a': 12, 'b': 13, 'c': 42, 'u': MembershipFunctionNaive{'a': 12, 'b': 13, 'c': 42}})
TriangularNumber({'a': 62, 'b': 86, 'c': 96, 'u': MembershipFunctionNaive{'a': 62, 'b': 86, 'c': 96}})
TriangularNumber({'a': 4, 'b': 6, 'c': 60, 'u': MembershipFunctionNaive{'a': 4, 'b': 6, 'c': 60}})
TriangularNumber({'a': 6, 'b': 36, 'c': 79, 'u': MembershipFunctionNaive{'a': 6, 'b': 36, 'c': 79}})
TriangularNumber({'a': 51, 'b': 57, 'c': 83, 'u': MembershipFunctionNaive{'a': 51, 'b': 57, 'c': 83}})
TriangularNumber({'a': 35, 'b': 87, 'c': 97, 'u': MembershipFunctionNaive{'a': 35, 'b': 87, 'c': 97}})
TriangularNumber({'a': 5, 'b': 26, 'c': 65, 'u': MembershipFunctionNaive{'a': 5, 'b': 26, 'c': 65}})
TriangularNumber({'a': 37, 'b': 90, 'c': 93, 'u': MembershipFunctionNaive{'a': 37, 'b': 90, 'c': 93}})
TriangularNumber({'a': 57, 'b': 68, 'c': 97, 'u': MembershipFunctionNaive{'a': 57, 'b': 68, 'c': 97}})
TriangularNumber({'a': 4, 'b': 84, 'c': 94, 'u': MembershipFunctionNaive{'a': 4, 'b': 84, 'c': 94}})
TriangularNumber({'a': 10, 'b': 32, 'c': 75, 'u': MembershipFunctionNaive{'a': 10, 'b': 32, 'c': 75}})
TriangularNumber({'a': 8, 'b': 79, 'c': 90, 'u': MembershipFunctionNaive{'a': 8, 'b': 79, 'c': 90}})
TriangularNumber({'a': 15, 'b': 36, 'c': 46, 'u': MembershipFunctionNaive{'a': 15, 'b': 36, 'c': 46}})
TriangularNumber({'a': 24, 'b': 30, 'c': 60, 'u': MembershipFunctionNaive{'a': 24, 'b': 30, 'c': 60}})
TriangularNumber({'a': 10, 'b': 29, 'c': 60, 'u': MembershipFunctionNaive{'a': 10, 'b': 29, 'c': 60}})
TriangularNumber({'a': 8, 'b': 43, 'c': 99, 'u': MembershipFunctionNaive{'a': 8, 'b': 43, 'c': 99}})
TriangularNumber({'a': 8, 'b': 56, 'c': 83, 'u': MembershipFunctionNaive{'a': 8, 'b': 56, 'c': 83}})
TriangularNumber({'a': 17, 'b': 57, 'c': 62, 'u': MembershipFunctionNaive{'a': 17, 'b': 57, 'c': 62}})
TriangularNumber({'a': 2, 'b': 7, 'c': 18, 'u': MembershipFunctionNaive{'a': 2, 'b': 7, 'c': 18}})
TriangularNumber({'a': 29, 'b': 92, 'c': 93, 'u': MembershipFunctionNaive{'a': 29, 'b': 92, 'c': 93}})
TriangularNumber({'a': 43, 'b': 82, 'c': 95, 'u': MembershipFunctionNaive{'a': 43, 'b': 82, 'c': 95}})
TriangularNumber({'a': 15, 'b': 25, 'c': 26, 'u': MembershipFunctionNaive{'a': 15, 'b': 25, 'c': 26}})
TriangularNumber({'a': 20, 'b': 43, 'c': 65, 'u': MembershipFunctionNaive{'a': 20, 'b': 43, 'c': 65}})
TriangularNumber({'a': 18, 'b': 32, 'c': 64, 'u': MembershipFunctionNaive{'a': 18, 'b': 32, 'c': 64}})
TriangularNumber({'a': 34, 'b': 67, 'c': 72, 'u': MembershipFunctionNaive{'a': 34, 'b': 67, 'c': 72}})
TriangularNumber({'a': 17, 'b': 88, 'c': 96, 'u': MembershipFunctionNaive{'a': 17, 'b': 88, 'c': 96}})
TriangularNumber({'a': 20, 'b': 88, 'c': 99, 'u': MembershipFunctionNaive{'a': 20, 'b': 88, 'c': 99}})
TriangularNumber({'a': 43, 'b': 66, 'c': 69, 'u': MembershipFunctionNaive{'a': 43, 'b': 66, 'c': 69}})
TriangularNumber({'a': 18, 'b': 71, 'c': 78, 'u': MembershipFunctionNaive{'a': 18, 'b': 71, 'c': 78}})
TriangularNumber({'a': 2, 'b': 12, 'c': 67, 'u': MembershipFunctionNaive{'a': 2, 'b': 12, 'c': 67}})
TriangularNumber({'a': 61, 'b': 65, 'c': 90, 'u': MembershipFunctionNaive{'a': 61, 'b': 65, 'c': 90}})
TriangularNumber({'a': 6, 'b': 14, 'c': 79, 'u': MembershipFunctionNaive{'a': 6, 'b': 14, 'c': 79}})
TriangularNumber({'a': 4, 'b': 5, 'c': 90, 'u': MembershipFunctionNaive{'a': 4, 'b': 5, 'c': 90}})
TriangularNumber({'a': 35, 'b': 45, 'c': 67, 'u': MembershipFunctionNaive{'a': 35, 'b': 45, 'c': 67}})
TriangularNumber({'a': 1, 'b': 39, 'c': 48, 'u': MembershipFunctionNaive{'a': 1, 'b': 39, 'c': 48}})
TriangularNumber({'a': 96, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 96, 'b': 99, 'c': 100}})
TriangularNumber({'a': 9, 'b': 43, 'c': 68, 'u': MembershipFunctionNaive{'a': 9, 'b': 43, 'c': 68}})
TriangularNumber({'a': 2, 'b': 4, 'c': 85, 'u': MembershipFunctionNaive{'a': 2, 'b': 4, 'c': 85}})
TriangularNumber({'a': 36, 'b': 60, 'c': 78, 'u': MembershipFunctionNaive{'a': 36, 'b': 60, 'c': 78}})
TriangularNumber({'a': 20, 'b': 25, 'c': 27, 'u': MembershipFunctionNaive{'a': 20, 'b': 25, 'c': 27}})
TriangularNumber({'a': 11, 'b': 29, 'c': 45, 'u': MembershipFunctionNaive{'a': 11, 'b': 29, 'c': 45}})
TriangularNumber({'a': 27, 'b': 48, 'c': 79, 'u': MembershipFunctionNaive{'a': 27, 'b': 48, 'c': 79}})
TriangularNumber({'a': 16, 'b': 28, 'c': 41, 'u': MembershipFunctionNaive{'a': 16, 'b': 28, 'c': 41}})
TriangularNumber({'a': 14, 'b': 48, 'c': 70, 'u': MembershipFunctionNaive{'a': 14, 'b': 48, 'c': 70}})
TriangularNumber({'a': 16, 'b': 26, 'c': 99, 'u': MembershipFunctionNaive{'a': 16, 'b': 26, 'c': 99}})
TriangularNumber({'a': 27, 'b': 91, 'c': 98, 'u': MembershipFunctionNaive{'a': 27, 'b': 91, 'c': 98}})
TriangularNumber({'a': 17, 'b': 75, 'c': 82, 'u': MembershipFunctionNaive{'a': 17, 'b': 75, 'c': 82}})
TriangularNumber({'a': 4, 'b': 39, 'c': 72, 'u': MembershipFunctionNaive{'a': 4, 'b': 39, 'c': 72}})
TriangularNumber({'a': 24, 'b': 25, 'c': 68, 'u': MembershipFunctionNaive{'a': 24, 'b': 25, 'c': 68}})
TriangularNumber({'a': 38, 'b': 84, 'c': 95, 'u': MembershipFunctionNaive{'a': 38, 'b': 84, 'c': 95}})
TriangularNumber({'a': 8, 'b': 15, 'c': 35, 'u': MembershipFunctionNaive{'a': 8, 'b': 15, 'c': 35}})
TriangularNumber({'a': 38, 'b': 64, 'c': 92, 'u': MembershipFunctionNaive{'a': 38, 'b': 64, 'c': 92}})
TriangularNumber({'a': 16, 'b': 34, 'c': 86, 'u': MembershipFunctionNaive{'a': 16, 'b': 34, 'c': 86}})
TriangularNumber({'a': 11, 'b': 27, 'c': 69, 'u': MembershipFunctionNaive{'a': 11, 'b': 27, 'c': 69}})
TriangularNumber({'a': 53, 'b': 71, 'c': 75, 'u': MembershipFunctionNaive{'a': 53, 'b': 71, 'c': 75}})
TriangularNumber({'a': 48, 'b': 74, 'c': 82, 'u': MembershipFunctionNaive{'a': 48, 'b': 74, 'c': 82}})
TriangularNumber({'a': 8, 'b': 10, 'c': 68, 'u': MembershipFunctionNaive{'a': 8, 'b': 10, 'c': 68}})
TriangularNumber({'a': 71, 'b': 73, 'c': 87, 'u': MembershipFunctionNaive{'a': 71, 'b': 73, 'c': 87}})
TriangularNumber({'a': 18, 'b': 56, 'c': 91, 'u': MembershipFunctionNaive{'a': 18, 'b': 56, 'c': 91}})
TriangularNumber({'a': 1, 'b': 87, 'c': 100, 'u': MembershipFunctionNaive{'a': 1, 'b': 87, 'c': 100}})
TriangularNumber({'a': 22, 'b': 80, 'c': 88, 'u': MembershipFunctionNaive{'a': 22, 'b': 80, 'c': 88}})
TriangularNumber({'a': 33, 'b': 59, 'c': 93, 'u': MembershipFunctionNaive{'a': 33, 'b': 59, 'c': 93}})
TriangularNumber({'a': 53, 'b': 72, 'c': 91, 'u': MembershipFunctionNaive{'a': 53, 'b': 72, 'c': 91}})
TriangularNumber({'a': 33, 'b': 66, 'c': 91, 'u': MembershipFunctionNaive{'a': 33, 'b': 66, 'c': 91}})
TriangularNumber({'a': 26, 'b': 70, 'c': 93, 'u': MembershipFunctionNaive{'a': 26, 'b': 70, 'c': 93}})
TriangularNumber({'a': 47, 'b': 64, 'c': 93, 'u': MembershipFunctionNaive{'a': 47, 'b': 64, 'c': 93}})
TriangularNumber({'a': 12, 'b': 59, 'c': 80, 'u': MembershipFunctionNaive{'a': 12, 'b': 59, 'c': 80}})
TriangularNumber({'a': 24, 'b': 27, 'c': 43, 'u': MembershipFunctionNaive{'a': 24, 'b': 27, 'c': 43}})
TriangularNumber({'a': 84, 'b': 89, 'c': 93, 'u': MembershipFunctionNaive{'a': 84, 'b': 89, 'c': 93}})
TriangularNumber({'a': 21, 'b': 32, 'c': 67, 'u': MembershipFunctionNaive{'a': 21, 'b': 32, 'c': 67}})
TriangularNumber({'a': 3, 'b': 22, 'c': 67, 'u': MembershipFunctionNaive{'a': 3, 'b': 22, 'c': 67}})
TriangularNumber({'a': 42, 'b': 96, 'c': 98, 'u': MembershipFunctionNaive{'a': 42, 'b': 96, 'c': 98}})
TriangularNumber({'a': 52, 'b': 65, 'c': 84, 'u': MembershipFunctionNaive{'a': 52, 'b': 65, 'c': 84}})
TriangularNumber({'a': 43, 'b': 61, 'c': 69, 'u': MembershipFunctionNaive{'a': 43, 'b': 61, 'c': 69}})
TriangularNumber({'a': 30, 'b': 33, 'c': 91, 'u': MembershipFunctionNaive{'a': 30, 'b': 33, 'c': 91}})
TriangularNumber({'a': 4, 'b': 28, 'c': 57, 'u': MembershipFunctionNaive{'a': 4, 'b': 28, 'c': 57}})
TriangularNumber({'a': 17, 'b': 28, 'c': 80, 'u': MembershipFunctionNaive{'a': 17, 'b': 28, 'c': 80}})
TriangularNumber({'a': 17, 'b': 66, 'c': 89, 'u': MembershipFunctionNaive{'a': 17, 'b': 66, 'c': 89}})
TriangularNumber({'a': 15, 'b': 73, 'c': 77, 'u': MembershipFunctionNaive{'a': 15, 'b': 73, 'c': 77}})
TriangularNumber({'a': 31, 'b': 81, 'c': 83, 'u': MembershipFunctionNaive{'a': 31, 'b': 81, 'c': 83}})
TriangularNumber({'a': 48, 'b': 49, 'c': 99, 'u': MembershipFunctionNaive{'a': 48, 'b': 49, 'c': 99}})
TriangularNumber({'a': 3, 'b': 5, 'c': 82, 'u': MembershipFunctionNaive{'a': 3, 'b': 5, 'c': 82}})
TriangularNumber({'a': 11, 'b': 45, 'c': 76, 'u': MembershipFunctionNaive{'a': 11, 'b': 45, 'c': 76}})
TriangularNumber({'a': 5, 'b': 13, 'c': 53, 'u': MembershipFunctionNaive{'a': 5, 'b': 13, 'c': 53}})
TriangularNumber({'a': 63, 'b': 73, 'c': 82, 'u': MembershipFunctionNaive{'a': 63, 'b': 73, 'c': 82}})
TriangularNumber({'a': 44, 'b': 46, 'c': 82, 'u': MembershipFunctionNaive{'a': 44, 'b': 46, 'c': 82}})
TriangularNumber({'a': 9, 'b': 13, 'c': 44, 'u': MembershipFunctionNaive{'a': 9, 'b': 13, 'c': 44}})
TriangularNumber({'a': 10, 'b': 23, 'c': 81, 'u': MembershipFunctionNaive{'a': 10, 'b': 23, 'c': 81}})
TriangularNumber({'a': 25, 'b': 42, 'c': 88, 'u': MembershipFunctionNaive{'a': 25, 'b': 42, 'c': 88}})
TriangularNumber({'a': 11, 'b': 81, 'c': 94, 'u': MembershipFunctionNaive{'a': 11, 'b': 81, 'c': 94}})
TriangularNumber({'a': 15, 'b': 38, 'c': 42, 'u': MembershipFunctionNaive{'a': 15, 'b': 38, 'c': 42}})
TriangularNumber({'a': 60, 'b': 82, 'c': 86, 'u': MembershipFunctionNaive{'a': 60, 'b': 82, 'c': 86}})
TriangularNumber({'a': 2, 'b': 3, 'c': 56, 'u': MembershipFunctionNaive{'a': 2, 'b': 3, 'c': 56}})
TriangularNumber({'a': 43, 'b': 44, 'c': 61, 'u': MembershipFunctionNaive{'a': 43, 'b': 44, 'c': 61}})
TriangularNumber({'a': 25, 'b': 32, 'c': 52, 'u': MembershipFunctionNaive{'a': 25, 'b': 32, 'c': 52}})
TriangularNumber({'a': 31, 'b': 45, 'c': 79, 'u': MembershipFunctionNaive{'a': 31, 'b': 45, 'c': 79}})
TriangularNumber({'a': 11, 'b': 97, 'c': 99, 'u': MembershipFunctionNaive{'a': 11, 'b': 97, 'c': 99}})
TriangularNumber({'a': 40, 'b': 70, 'c': 89, 'u': MembershipFunctionNaive{'a': 40, 'b': 70, 'c': 89}})
TriangularNumber({'a': 13, 'b': 41, 'c': 86, 'u': MembershipFunctionNaive{'a': 13, 'b': 41, 'c': 86}})
TriangularNumber({'a': 24, 'b': 30, 'c': 96, 'u': MembershipFunctionNaive{'a': 24, 'b': 30, 'c': 96}})
TriangularNumber({'a': 2, 'b': 5, 'c': 79, 'u': MembershipFunctionNaive{'a': 2, 'b': 5, 'c': 79}})
TriangularNumber({'a': 9, 'b': 12, 'c': 83, 'u': MembershipFunctionNaive{'a': 9, 'b': 12, 'c': 83}})
TriangularNumber({'a': 34, 'b': 79, 'c': 80, 'u': MembershipFunctionNaive{'a': 34, 'b': 79, 'c': 80}})
TriangularNumber({'a': 8, 'b': 25, 'c': 85, 'u': MembershipFunctionNaive{'a': 8, 'b': 25, 'c': 85}})
TriangularNumber({'a': 35, 'b': 68, 'c': 98, 'u': MembershipFunctionNaive{'a': 35, 'b': 68, 'c': 98}})
TriangularNumber({'a': 3, 'b': 57, 'c': 85, 'u': MembershipFunctionNaive{'a': 3, 'b': 57, 'c': 85}})
TriangularNumber({'a': 14, 'b': 21, 'c': 76, 'u': MembershipFunctionNaive{'a': 14, 'b': 21, 'c': 76}})
TriangularNumber({'a': 46, 'b': 48, 'c': 63, 'u': MembershipFunctionNaive{'a': 46, 'b': 48, 'c': 63}})
TriangularNumber({'a': 10, 'b': 11, 'c': 13, 'u': MembershipFunctionNaive{'a': 10, 'b': 11, 'c': 13}})
TriangularNumber({'a': 79, 'b': 81, 'c': 97, 'u': MembershipFunctionNaive{'a': 79, 'b': 81, 'c': 97}})
TriangularNumber({'a': 2, 'b': 33, 'c': 82, 'u': MembershipFunctionNaive{'a': 2, 'b': 33, 'c': 82}})
TriangularNumber({'a': 27, 'b': 40, 'c': 98, 'u': MembershipFunctionNaive{'a': 27, 'b': 40, 'c': 98}})
TriangularNumber({'a': 38, 'b': 81, 'c': 90, 'u': MembershipFunctionNaive{'a': 38, 'b': 81, 'c': 90}})
TriangularNumber({'a': 63, 'b': 69, 'c': 84, 'u': MembershipFunctionNaive{'a': 63, 'b': 69, 'c': 84}})
TriangularNumber({'a': 21, 'b': 32, 'c': 67, 'u': MembershipFunctionNaive{'a': 21, 'b': 32, 'c': 67}})
TriangularNumber({'a': 12, 'b': 14, 'c': 50, 'u': MembershipFunctionNaive{'a': 12, 'b': 14, 'c': 50}})
TriangularNumber({'a': 24, 'b': 53, 'c': 59, 'u': MembershipFunctionNaive{'a': 24, 'b': 53, 'c': 59}})
TriangularNumber({'a': 6, 'b': 13, 'c': 31, 'u': MembershipFunctionNaive{'a': 6, 'b': 13, 'c': 31}})
TriangularNumber({'a': 9, 'b': 66, 'c': 86, 'u': MembershipFunctionNaive{'a': 9, 'b': 66, 'c': 86}})
TriangularNumber({'a': 9, 'b': 33, 'c': 54, 'u': MembershipFunctionNaive{'a': 9, 'b': 33, 'c': 54}})
TriangularNumber({'a': 44, 'b': 87, 'c': 91, 'u': MembershipFunctionNaive{'a': 44, 'b': 87, 'c': 91}})
TriangularNumber({'a': 25, 'b': 77, 'c': 91, 'u': MembershipFunctionNaive{'a': 25, 'b': 77, 'c': 91}})
TriangularNumber({'a': 42, 'b': 57, 'c': 59, 'u': MembershipFunctionNaive{'a': 42, 'b': 57, 'c': 59}})
TriangularNumber({'a': 27, 'b': 60, 'c': 83, 'u': MembershipFunctionNaive{'a': 27, 'b': 60, 'c': 83}})
TriangularNumber({'a': 10, 'b': 39, 'c': 78, 'u': MembershipFunctionNaive{'a': 10, 'b': 39, 'c': 78}})
TriangularNumber({'a': 32, 'b': 57, 'c': 92, 'u': MembershipFunctionNaive{'a': 32, 'b': 57, 'c': 92}})
TriangularNumber({'a': 25, 'b': 40, 'c': 63, 'u': MembershipFunctionNaive{'a': 25, 'b': 40, 'c': 63}})
TriangularNumber({'a': 83, 'b': 85, 'c': 93, 'u': MembershipFunctionNaive{'a': 83, 'b': 85, 'c': 93}})
TriangularNumber({'a': 81, 'b': 93, 'c': 100, 'u': MembershipFunctionNaive{'a': 81, 'b': 93, 'c': 100}})
TriangularNumber({'a': 1, 'b': 6, 'c': 25, 'u': MembershipFunctionNaive{'a': 1, 'b': 6, 'c': 25}})
